Unnamed: 0,X1,age,gender,height,weight,steps,hear_rate,calories,distance,entropy_heart,entropy_setps,resting_heart,corr_heart_steps,norm_heart,intensity_karvonen,sd_norm_heart,steps_times_distance,device,activity,age_norm,height_norm,weight_norm,steps_std,heart_rate_std
1,1,20,1,168.0,65.4,10.7714285714286,78.5313023809524,0.344532850241546,0.0083268571428571,6.2216117239699,6.11634856607516,59.0,1.0,19.5313023809524,0.138519875042215,1.0,0.0896921469387755,apple watch,Lying,0.05263157894736842,0.5208333333333334,0.31111111111111117,-0.053418044927676274,1.7124111472876135e-15
77,77,30,0,164.0,68.0,10.7714285714286,78.5313023809524,0.344532850241546,0.0083268571428571,6.02643884482632,6.14974711950468,69.6,1.0,8.93130238095239,0.0741802523334916,8.84676632494443,0.0896921469387755,apple watch,Lying,0.3157894736842105,0.4375,0.3472222222222222,-0.053418044927676274,1.7124111472876135e-15
148,148,24,0,165.0,43.0,10.7714285714286,79.9166666666667,0.0628260869565217,0.0083268571428571,6.13503003833207,6.18982455888002,76.5,1.0,3.4166666666667,0.0285913528591356,2.68858660535383,0.0896921469387755,apple watch,Lying,0.15789473684210525,0.4583333333333333,0.0,-0.053418044927676274,0.16693670391081875
221,221,32,1,180.0,72.7,10.7714285714286,78.5313023809524,0.344532850241546,0.0083268571428571,6.16992500144231,6.16992500144231,62.8571428571429,1.0,15.6741595238095,0.125250133181126,27.2151497967829,0.0896921469387755,apple watch,Lying,0.3684210526315789,0.7708333333333334,0.41250000000000003,-0.053418044927676274,1.7124111472876135e-15
293,293,19,0,172.0,72.5,10.7714285714286,78.5313023809524,0.344532850241546,0.0083268571428571,5.94026879772836,6.10852445677817,78.25,1.0,0.281302380952383,0.0022916690912617,4.86058373214419,0.0896921469387755,apple watch,Lying,0.02631578947368421,0.6041666666666666,0.4097222222222222,-0.053418044927676274,1.7124111472876135e-15
362,362,23,1,181.0,95.2,10.7714285714286,78.5313023809524,0.344532850241546,0.0083268571428571,6.25976119322122,6.25976119322122,56.3333333333333,1.0,22.197969047619,0.157805467163169,10.912425054739,0.0896921469387755,apple watch,Lying,0.13157894736842105,0.7916666666666666,0.7250000000000001,-0.053418044927676274,1.7124111472876135e-15
440,440,20,1,180.0,79.3,10.7714285714286,78.5313023809524,0.344532850241546,0.0083268571428571,6.24792751344359,6.16898014502253,75.0,1.0,3.53130238095238,0.0282504190476191,5.67935903951286,0.0896921469387755,apple watch,Lying,0.05263157894736842,0.7708333333333334,0.5041666666666667,-0.053418044927676274,1.7124111472876135e-15
516,516,32,1,177.0,76.7,10.7714285714286,78.5313023809524,0.344532850241546,0.0083268571428571,6.14214722366453,6.16992500144231,55.2857142857143,1.0,23.2455880952381,0.175155130965196,10.6392551171604,0.0896921469387755,apple watch,Lying,0.3684210526315789,0.7083333333333334,0.4680555555555556,-0.053418044927676274,1.7124111472876135e-15
588,588,23,1,178.0,77.3,10.7714285714286,78.5313023809524,0.344532850241546,0.0083268571428571,5.94389276489377,6.20945336562895,55.0,1.0,23.5313023809524,0.16571339704896,7.71710574139788,0.0896921469387755,apple watch,Lying,0.13157894736842105,0.7291666666666666,0.47638888888888886,-0.053418044927676274,1.7124111472876135e-15
662,662,26,1,182.0,74.0,10.7714285714286,125.5,0.344532850241546,0.0083268571428571,6.385861524373,6.4093909361377,74.6484767857143,1.0,50.8515232142857,0.426065138045922,19.9793845215436,0.0896921469387755,apple watch,Lying,0.21052631578947367,0.8125,0.4305555555555556,-0.053418044927676274,5.659738487819383
747,747,22,1,185.0,79.4,10.7714285714286,78.5313023809524,0.344532850241546,0.0083268571428571,6.2341201675802,6.25976119322122,40.6363636363636,1.0,37.8949387445887,0.240811280294903,21.5418154002702,0.0896921469387755,apple watch,Lying,0.10526315789473684,0.875,0.5055555555555556,-0.053418044927676274,1.7124111472876135e-15
825,825,53,0,143.0,49.2,10.7714285714286,78.5313023809524,0.344532850241546,0.0083268571428571,6.2216117239699,6.24792751344359,66.8177967592593,1.0,11.7135056216931,0.116922020506429,16.2662664240095,0.0896921469387755,apple watch,Lying,0.9210526315789473,0.0,0.08611111111111115,-0.053418044927676274,1.7124111472876135e-15
901,901,35,0,160.0,75.9,10.7714285714286,78.5313023809524,0.344532850241546,0.0083268571428571,6.20945336562895,6.20945336562895,66.0,1.0,12.5313023809524,0.10530506202481,18.0450932043782,0.0896921469387755,apple watch,Lying,0.4473684210526316,0.3541666666666667,0.45694444444444454,-0.053418044927676274,1.7124111472876135e-15
975,975,19,1,183.0,65.7,10.7714285714286,78.5313023809524,0.344532850241546,0.0083268571428571,6.3037807481771,6.2784642924809,34.1538461538462,1.0,44.3774562271062,0.265978299194274,14.119554786336,0.0896921469387755,apple watch,Lying,0.02631578947368421,0.8333333333333334,0.3152777777777778,-0.053418044927676274,1.7124111472876135e-15
1054,1054,27,1,176.0,81.8,10.7714285714286,78.5313023809524,0.252,0.0083268571428571,6.2667865406949,6.2667865406949,55.9553571428571,1.0,22.5759452380952,0.164734241101483,11.1466881742465,0.0896921469387755,apple watch,Lying,0.23684210526315788,0.6875,0.5388888888888889,-0.053418044927676274,1.7124111472876135e-15
1131,1131,25,1,160.0,75.0,10.7714285714286,78.5313023809524,0.344532850241546,0.0083268571428571,6.2667865406949,6.2667865406949,60.9712310672515,1.0,17.5600713137009,0.131017179770651,3.77867595313992,0.0896921469387755,apple watch,Lying,0.18421052631578946,0.3541666666666667,0.4444444444444444,-0.053418044927676274,1.7124111472876135e-15
1208,1208,23,0,177.8,85.0,10.7714285714286,78.5313023809524,0.344532850241546,0.0083268571428571,6.20945336562895,6.18242633860192,78.4565921450315,1.0,0.0747102359208895,0.0006302352637971,8.03114680077313,0.0896921469387755,apple watch,Lying,0.13157894736842105,0.7250000000000002,0.5833333333333334,-0.053418044927676274,1.7124111472876135e-15
1282,1282,36,0,157.5,53.6,10.7714285714286,78.5313023809524,0.344532850241546,0.0083268571428571,6.00867999485291,6.1038848972456,78.8234467592592,1.0,-0.292144378306844,-0.002777656895051,0.223225635120618,0.0896921469387755,apple watch,Lying,0.47368421052631576,0.3020833333333333,0.14722222222222225,-0.053418044927676274,1.7124111472876135e-15
1354,1354,18,1,183.0,70.3,10.7714285714286,78.5313023809524,0.815666666666667,0.0083268571428571,6.22881869049588,6.17548535716255,58.1343333333333,1.0,20.396969047619,0.14177787876852,27.453153865035,0.0896921469387755,apple watch,Lying,0.0,0.8333333333333334,0.37916666666666665,-0.053418044927676274,1.7124111472876135e-15
1429,1429,23,0,160.0,65.9,10.7714285714286,78.5313023809524,0.344532850241546,0.0083268571428571,6.20945336562895,6.20945336562895,79.2416369047619,1.0,-0.710334523809522,-0.0060321365305921,7.73528841671528,0.0896921469387755,apple watch,Lying,0.13157894736842105,0.3541666666666667,0.31805555555555565,-0.053418044927676274,1.7124111472876135e-15
1503,1503,25,0,157.5,59.1,18.0,78.5313023809524,0.636,0.0124,6.1076327780581,6.02544099723618,97.0,1.0,-18.4686976190476,-0.188456098153547,9.55770451240504,0.2232,apple watch,Lying,0.18421052631578946,0.3020833333333333,0.22361111111111112,3.750138675042488,1.7124111472876135e-15
1576,1576,31,1,191.0,105.7,10.7714285714286,78.5313023809524,0.344532850241546,0.0083268571428571,5.36290116344462,5.78784479304888,66.0,1.0,12.5313023809524,0.101880507162214,15.9390374867141,0.0896921469387755,apple watch,Lying,0.34210526315789475,1.0,0.8708333333333333,-0.053418044927676274,1.7124111472876135e-15
1644,1648,36,1,173.0,85.7,11.0,78.5313023809524,0.344532850241546,0.00821,5.94580775746237,5.92898191289701,71.0,1.0,7.53130238095238,0.0666486936367467,54.1374299784211,0.09031,apple watch,Lying,0.47368421052631576,0.625,0.5930555555555556,0.06685252329270927,1.7124111472876135e-15
1718,1722,37,1,183.0,115.0,10.7714285714286,78.5313023809524,0.344532850241546,0.0083268571428571,5.89622599274412,5.86805697865961,57.75,1.0,20.7813023809524,0.165918581883851,44.8628142164463,0.0896921469387755,apple watch,Lying,0.5,0.8333333333333334,1.0,-0.053418044927676274,1.7124111472876135e-15
1789,1793,18,1,180.3,90.0,11.0,82.0,0.344532850241546,0.00957,6.18982455888002,5.98770281227504,79.0,1.0,3.0,0.024390243902439,23.174478286289,0.10527,apple watch,Lying,0.0,0.7770833333333336,0.6527777777777778,0.06685252329270927,0.4179788329742776
1862,1866,28,1,176.0,72.0,10.7714285714286,78.5313023809524,0.344532850241546,0.0083268571428571,6.40831770062932,6.24253244779602,63.9166666666667,1.0,14.6146357142857,0.114102555999628,47.907890889646,0.0896921469387755,apple watch,Lying,0.2631578947368421,0.6875,0.4027777777777778,-0.053418044927676274,1.7124111472876135e-15
1951,1955,19,1,180.0,62.7,10.7714285714286,78.5313023809524,0.2042,0.0083268571428571,6.28540221886225,5.70694817426271,55.0,1.0,23.5313023809524,0.161173303979126,21.5507105578185,0.0896921469387755,apple watch,Lying,0.02631578947368421,0.7708333333333334,0.27361111111111114,-0.053418044927676274,1.7124111472876135e-15
2029,2033,39,0,173.0,70.0,10.7714285714286,78.5313023809524,0.344532850241546,0.0083268571428571,6.09548535716255,5.88868835710486,73.6666666666667,1.0,4.86463571428571,0.0453226929902395,52.6365142477298,0.0896921469387755,apple watch,Lying,0.5526315789473685,0.625,0.375,-0.053418044927676274,1.7124111472876135e-15
2104,2108,22,1,180.0,83.6,10.7714285714286,52.0,0.344532850241546,0.0083268571428571,5.11876927433938,6.10134525752084,50.0,1.0,2.0,0.0135135135135135,45.0171864363105,0.0896921469387755,apple watch,Lying,0.10526315789473684,0.7708333333333334,0.5638888888888888,-0.053418044927676274,-3.197027825539588
2168,2182,48,1,170.0,88.0,10.7714285714286,78.5313023809524,0.344532850241546,0.0083268571428571,6.3037807481771,5.87005084303166,78.8333333333333,1.0,-0.302030952380917,-0.0032418349092763,34.7715312280109,0.0896921469387755,apple watch,Lying,0.7894736842105263,0.5625,0.625,-0.053418044927676274,1.7124111472876135e-15
2247,2261,20,1,184.0,77.3,3.4,78.5313023809524,0.252,0.002628,6.18982455888002,5.97064647668824,76.1387008333333,1.0,2.39260154761905,0.0193167806547838,39.2507819521988,0.0089352,apple watch,Lying,0.05263157894736842,0.8541666666666666,0.47638888888888886,-3.9321438700356213,1.7124111472876135e-15
2320,2334,29,0,163.0,61.0,10.7714285714286,78.5313023809524,0.344532850241546,0.0083268571428571,6.1076327780581,5.85743192180481,78.5313023809524,1.0,0.0,0.0,19.9496572619665,0.0896921469387755,apple watch,Lying,0.2894736842105263,0.4166666666666667,0.25,-0.053418044927676274,1.7124111472876135e-15
2393,2407,30,1,182.0,80.0,10.7714285714286,71.0,0.344532850241546,0.0083268571428571,5.9137627884883,5.9419318025728,69.6,1.0,1.40000000000001,0.0116279069767442,19.7332745593017,0.0896921469387755,apple watch,Lying,0.3157894736842105,0.8125,0.5138888888888888,-0.053418044927676274,-0.9075236084808065
2464,2478,56,1,164.0,62.0,8.0,78.5313023809524,0.212,0.00688,5.74590659848425,5.90944045280115,65.0,1.0,13.5313023809524,0.136679822029822,3.32932018664918,0.05504,apple watch,Lying,1.0,0.4375,0.2638888888888889,-1.5116986846000529,1.7124111472876135e-15
2536,2550,31,0,168.0,68.0,10.7714285714286,73.5,0.1855,0.0083268571428571,6.16992500144231,5.69205872426777,64.8666666666666,1.0,8.63333333333335,0.0695488721804513,14.8833583027482,0.0896921469387755,apple watch,Lying,0.34210526315789475,0.5208333333333334,0.3472222222222222,-0.053418044927676274,-0.606273053604651
2608,2622,30,0,168.0,56.0,10.7714285714286,78.5313023809524,0.344532850241546,0.0083268571428571,6.13503003833207,6.08023551778413,72.0,1.0,6.53130238095238,0.0553500201775626,39.1351715488565,0.0896921469387755,apple watch,Lying,0.3157894736842105,0.5208333333333334,0.18055555555555555,-0.053418044927676274,1.7124111472876135e-15
2681,2695,22,0,168.0,62.0,10.7714285714286,78.5313023809524,0.344532850241546,0.0083268571428571,6.07516462508239,6.15308670300447,56.2,1.0,22.3313023809524,0.157484501981328,40.6915542097556,0.0896921469387755,apple watch,Lying,0.10526315789473684,0.5208333333333334,0.2638888888888889,-0.053418044927676274,1.7124111472876135e-15
2758,2772,25,0,166.0,68.0,10.7714285714286,78.5313023809524,0.344532850241546,0.0083268571428571,6.17548535716255,5.84189135704716,77.0397625,1.0,1.49153988095239,0.0126444292802682,43.9585305514725,0.0896921469387755,apple watch,Lying,0.18421052631578946,0.4791666666666667,0.3472222222222222,-0.053418044927676274,1.7124111472876135e-15
2833,2847,25,0,160.0,57.7,10.7714285714286,78.5313023809524,0.344532850241546,0.0083268571428571,6.14214722366453,6.02055156391226,78.5313023809524,1.0,0.0,0.0,50.9839891993635,0.0896921469387755,apple watch,Lying,0.18421052631578946,0.3541666666666667,0.20416666666666672,-0.053418044927676274,1.7124111472876135e-15
3057,3071,49,0,152.0,48.6,10.7714285714286,78.5313023809524,0.345,0.0083268571428571,6.14214722366453,5.78784479304888,60.8461538461538,1.0,17.6851485347986,0.160549532787976,35.1524150856601,0.0896921469387755,apple watch,Lying,0.8157894736842105,0.1875,0.07777777777777779,-0.053418044927676274,1.7124111472876135e-15
3129,3143,37,0,157.0,58.0,10.7714285714286,78.5313023809524,0.4462,0.0083268571428571,6.0588138903312,5.90944045280115,68.0,1.0,10.5313023809524,0.0915765424430642,33.500974203518,0.0896921469387755,apple watch,Lying,0.5,0.2916666666666667,0.20833333333333334,-0.053418044927676274,1.7124111472876135e-15
3201,3215,31,0,158.0,59.1,10.7714285714286,78.5313023809524,0.225333333333333,0.0083268571428571,6.19529593449622,6.0011526778888,84.2,1.0,-5.66869761904758,-0.0540906261359501,48.3648440759318,0.0896921469387755,apple watch,Lying,0.34210526315789475,0.3125,0.22361111111111112,-0.053418044927676274,1.7124111472876135e-15
3277,3291,33,0,163.7,60.5,10.7714285714286,78.5313023809524,0.344532850241546,0.0083268571428571,6.19529593449622,5.95845382923306,60.0,1.0,18.5313023809524,0.145915766779153,40.794733344041,0.0896921469387755,apple watch,Lying,0.39473684210526316,0.43124999999999974,0.24305555555555555,-0.053418044927676274,1.7124111472876135e-15
3353,3367,31,0,164.0,60.0,10.7714285714286,65.80245,0.344532850241546,0.0083268571428571,5.97126852118628,6.08496835887672,66.0,1.0,-0.197550000000007,-0.0016060975609756,42.2341158028614,0.0896921469387755,apple watch,Lying,0.34210526315789475,0.4375,0.2361111111111111,-0.053418044927676274,-1.5338295370794321
3430,3444,36,0,172.0,86.4,18.0,78.5313023809524,0.518,0.01314,6.33985000288463,6.05565802746915,78.5313023809524,1.0,0.0,0.0,31.2855964772615,0.23652,apple watch,Lying,0.47368421052631576,0.6041666666666666,0.6027777777777779,3.750138675042488,1.7124111472876135e-15
3511,3525,29,0,159.0,55.0,10.7714285714286,78.5313023809524,0.344532850241546,0.0083268571428571,6.20945336562895,5.9728347844894,80.6215134982639,1.0,-2.09021111731147,-0.0189367618958844,51.0322355969282,0.0896921469387755,apple watch,Lying,0.2894736842105263,0.3333333333333333,0.16666666666666666,-0.053418044927676274,1.7124111472876135e-15
3585,3599,46,0,157.5,71.4,10.7714285714286,78.5313023809524,0.5095,0.0083268571428571,6.16242729860604,5.65531017519983,79.4217948369565,1.0,-0.890492456004111,-0.0094154087029775,36.5789455795944,0.0896921469387755,apple watch,Lying,0.7368421052631579,0.3020833333333333,0.39444444444444454,-0.053418044927676274,1.7124111472876135e-15
